"","age","gender","opinion_ban","opinion_strength","justice","treatment","fairness","eval","accept","comply","favorability"
"714",71,1,"Pro",4,4,"General prime",4,4,4,4,"Favorable"
"715",56,2,"Pro",7,1,"General prime",1,1,1,3,"Favorable"
"716",47,2,"Pro",2,6,"General prime",7,4,7,7,"Favorable"
"717",53,2,"Pro",5,3,"General prime",3,3,4,6,"Favorable"
"718",59,1,"Pro",2,4,"General prime",4,2,5,4,"Favorable"
"719",25,2,"Anti",4,6,"General prime",6,7,7,7,"Unfavorable"
"720",72,2,"Anti",3,7,"General prime",7,4,6,4,"Unfavorable"
"721",56,1,"Pro",4,4,"General prime",4,3,4,6,"Favorable"
"722",72,2,"Anti",3,4,"General prime",4,4,5,6,"Unfavorable"
"723",32,2,"Pro",5,5,"General prime",5,3,4,7,"Favorable"
"724",27,1,"Anti",5,4,"General prime",3,6,7,7,"Unfavorable"
"725",55,1,"Anti",1,1,"General prime",1,1,1,2,"Unfavorable"
"726",49,1,"Pro",7,2,"General prime",1,1,1,1,"Favorable"
"727",24,1,"Pro",1,5,"General prime",3,5,7,7,"Favorable"
"728",65,2,"Anti",6,2,"General prime",3,7,7,5,"Unfavorable"
"729",26,1,"Anti",6,3,"General prime",4,7,6,6,"Unfavorable"
"730",48,2,"Anti",3,7,"General prime",7,7,7,7,"Unfavorable"
"731",75,1,"Pro",4,5,"General prime",4,2,2,4,"Favorable"
"732",43,1,"Pro",5,4,"General prime",6,1,1,4,"Favorable"
"733",58,2,"Pro",5,5,"General prime",5,5,7,7,"Favorable"
"734",75,2,"Anti",4,6,"General prime",7,3,6,5,"Unfavorable"
"735",72,1,"Anti",5,4,"General prime",4,3,4,4,"Unfavorable"
"736",46,1,"Pro",2,7,"General prime",7,4,7,7,"Favorable"
"737",70,2,"Pro",7,3,"General prime",6,6,4,7,"Favorable"
"738",52,1,"Anti",2,7,"General prime",7,6,7,7,"Unfavorable"
"739",51,2,"Pro",4,4,"General prime",5,4,7,4,"Favorable"
"740",52,2,"Pro",2,7,"General prime",6,4,7,7,"Favorable"
"741",26,2,"Anti",1,4,"General prime",4,5,5,7,"Unfavorable"
"742",43,2,"Pro",3,5,"General prime",6,2,7,6,"Favorable"
"743",53,2,"Anti",4,3,"General prime",5,3,3,4,"Unfavorable"
"744",51,2,"Anti",6,2,"General prime",6,7,7,7,"Unfavorable"
"745",58,1,"Anti",3,6,"General prime",3,6,5,7,"Unfavorable"
"746",85,1,"Anti",4,4,"General prime",4,3,3,6,"Unfavorable"
"747",21,1,"Anti",5,6,"General prime",5,7,7,7,"Unfavorable"
"748",29,2,"Anti",3,3,"General prime",3,1,2,3,"Unfavorable"
"749",34,1,"Pro",7,1,"General prime",2,2,7,7,"Favorable"
"750",74,1,"Anti",1,4,"General prime",7,6,7,7,"Unfavorable"
"751",64,1,"Pro",6,2,"General prime",2,1,1,1,"Favorable"
"752",40,1,"Anti",6,6,"General prime",6,6,6,7,"Unfavorable"
"753",64,2,"Pro",7,4,"General prime",4,4,4,4,"Favorable"
"754",65,2,"Anti",5,7,"General prime",7,7,7,7,"Unfavorable"
"755",82,2,"Anti",5,6,"General prime",7,6,7,7,"Unfavorable"
"756",41,1,"Pro",2,3,"General prime",4,2,6,4,"Favorable"
"757",77,2,"Pro",5,3,"General prime",4,2,2,3,"Favorable"
"758",70,2,"Pro",6,2,"General prime",1,2,7,7,"Favorable"
"759",35,2,"Pro",5,3,"General prime",3,4,4,4,"Favorable"
"760",37,2,"Pro",3,4,"General prime",6,3,7,7,"Favorable"
"761",69,2,"Anti",3,3,"General prime",3,4,3,3,"Unfavorable"
"762",53,2,"Anti",1,4,"General prime",7,4,7,7,"Unfavorable"
"763",24,1,"Anti",1,6,"General prime",6,6,7,7,"Unfavorable"
"764",71,2,"Pro",4,4,"General prime",5,5,7,5,"Favorable"
"765",84,1,"Anti",2,5,"General prime",5,1,5,5,"Unfavorable"
"766",73,2,"Anti",7,6,"General prime",6,6,6,5,"Unfavorable"
"767",28,1,"Anti",4,6,"General prime",6,7,7,7,"Unfavorable"
"768",78,2,"Pro",4,5,"General prime",4,4,1,4,"Favorable"
"769",41,2,"Pro",7,1,"General prime",1,1,1,4,"Favorable"
"770",34,2,"Pro",4,4,"General prime",4,4,4,4,"Favorable"
"771",41,1,"Pro",1,7,"General prime",7,3,7,4,"Favorable"
"772",60,1,"Pro",4,4,"General prime",4,1,3,4,"Favorable"
"773",64,1,"Pro",6,6,"General prime",6,7,1,2,"Favorable"
"774",67,2,"Pro",7,4,"General prime",7,7,7,7,"Favorable"
"775",23,2,"Anti",3,5,"General prime",5,5,7,7,"Unfavorable"
"776",44,2,"Anti",4,4,"General prime",7,4,4,4,"Unfavorable"
"777",35,2,"Pro",5,1,"General prime",1,1,7,6,"Favorable"
"778",30,1,"Pro",2,3,"General prime",4,3,4,5,"Favorable"
"779",60,2,"Anti",4,5,"General prime",5,6,7,6,"Unfavorable"
"780",47,1,"Anti",7,7,"General prime",7,7,7,7,"Unfavorable"
"781",66,2,"Pro",6,7,"General prime",6,3,6,6,"Favorable"
"782",66,1,"Pro",6,7,"General prime",7,7,7,7,"Favorable"
"783",34,2,"Pro",5,1,"General prime",1,1,7,3,"Favorable"
"784",29,1,"Pro",2,3,"General prime",3,2,3,4,"Favorable"
"785",34,1,"Pro",2,4,"General prime",4,4,6,4,"Favorable"
"786",74,1,"Anti",7,7,"General prime",7,7,7,7,"Unfavorable"
"787",80,2,"Anti",7,4,"General prime",4,5,6,7,"Unfavorable"
"788",45,2,"Pro",2,7,"General prime",7,3,6,6,"Favorable"
"789",33,1,"Anti",7,1,"General prime",1,1,1,2,"Unfavorable"
"790",24,1,"Pro",3,7,"General prime",7,3,7,1,"Favorable"
"791",61,2,"Pro",7,5,"General prime",4,3,4,4,"Favorable"
"792",34,2,"Anti",7,4,"General prime",5,7,7,7,"Unfavorable"
"793",22,1,"Pro",3,4,"General prime",4,4,4,4,"Favorable"
"794",74,2,"Pro",7,5,"General prime",6,1,2,4,"Favorable"
"795",60,1,"Pro",5,4,"General prime",4,3,3,5,"Favorable"
"796",25,2,"Anti",7,4,"General prime",6,7,7,7,"Unfavorable"
"797",63,1,"Pro",7,2,"General prime",2,1,2,2,"Favorable"
"798",50,1,"Anti",3,4,"General prime",4,6,6,7,"Unfavorable"
"799",40,2,"Anti",1,5,"General prime",6,6,7,6,"Unfavorable"
"800",38,1,"Pro",4,3,"General prime",1,3,4,4,"Favorable"
"801",72,1,"Anti",1,4,"General prime",7,7,7,7,"Unfavorable"
"802",60,1,"Pro",5,6,"General prime",6,2,6,6,"Favorable"
"803",54,1,"Pro",5,7,"General prime",7,1,7,7,"Favorable"
"804",82,2,"Pro",2,5,"General prime",5,1,4,4,"Favorable"
"805",76,2,"Anti",3,3,"General prime",3,3,6,3,"Unfavorable"
"806",74,1,"Pro",6,4,"General prime",7,6,6,6,"Favorable"
"807",74,2,"Anti",3,4,"General prime",4,4,4,7,"Unfavorable"
"808",74,2,"Pro",5,4,"General prime",4,4,3,5,"Favorable"
"809",73,2,"Anti",4,5,"General prime",5,5,5,5,"Unfavorable"
"810",72,1,"Anti",3,7,"General prime",7,6,7,7,"Unfavorable"
"811",72,2,"Pro",4,3,"General prime",3,3,3,4,"Favorable"
"812",72,2,"Anti",3,7,"General prime",7,7,7,7,"Unfavorable"
"813",69,2,"Pro",4,5,"General prime",5,5,5,5,"Favorable"
"814",68,2,"Pro",1,1,"General prime",1,1,1,1,"Favorable"
"815",68,2,"Pro",7,7,"General prime",7,7,7,7,"Favorable"
"816",67,2,"Anti",2,6,"General prime",6,7,7,7,"Unfavorable"
"817",67,2,"Pro",4,6,"General prime",7,4,5,4,"Favorable"
"818",67,1,"Pro",2,6,"General prime",7,2,7,7,"Favorable"
"819",67,1,"Anti",2,7,"General prime",7,7,7,7,"Unfavorable"
"820",66,1,"Pro",4,5,"General prime",3,3,3,5,"Favorable"
"821",65,1,"Anti",3,2,"General prime",5,1,7,2,"Unfavorable"
"822",64,2,"Anti",5,4,"General prime",4,4,4,4,"Unfavorable"
"823",63,1,"Pro",5,5,"General prime",1,5,2,5,"Favorable"
"824",63,1,"Pro",2,6,"General prime",6,1,4,3,"Favorable"
"825",63,2,"Anti",4,7,"General prime",7,6,7,7,"Unfavorable"
"826",63,1,"Anti",7,6,"General prime",7,3,5,4,"Unfavorable"
"827",63,2,"Anti",5,6,"General prime",7,7,7,7,"Unfavorable"
"828",59,2,"Anti",2,7,"General prime",7,5,7,7,"Unfavorable"
"829",57,2,"Pro",6,2,"General prime",3,2,1,5,"Favorable"
"830",56,1,"Pro",7,1,"General prime",1,1,1,7,"Favorable"
"831",55,1,"Anti",3,7,"General prime",7,6,7,7,"Unfavorable"
"832",52,1,"Pro",6,4,"General prime",4,2,2,3,"Favorable"
"833",51,2,"Anti",1,4,"General prime",4,6,7,7,"Unfavorable"
"834",51,1,"Pro",5,4,"General prime",7,2,4,5,"Favorable"
"835",50,1,"Anti",4,7,"General prime",7,4,7,7,"Unfavorable"
"836",49,1,"Pro",6,1,"General prime",1,1,2,1,"Favorable"
"837",48,2,"Pro",3,7,"General prime",7,1,7,7,"Favorable"
"838",46,1,"Pro",7,6,"General prime",7,3,7,2,"Favorable"
"839",45,2,"Anti",2,4,"General prime",4,5,5,7,"Unfavorable"
"840",45,1,"Anti",2,7,"General prime",7,4,7,7,"Unfavorable"
"841",45,1,"Anti",2,6,"General prime",6,5,6,6,"Unfavorable"
"842",44,2,"Pro",5,2,"General prime",2,2,1,2,"Favorable"
"843",43,1,"Pro",6,3,"General prime",4,1,6,5,"Favorable"
"844",41,2,"Anti",1,7,"General prime",7,7,7,7,"Unfavorable"
"845",39,1,"Pro",4,6,"General prime",7,7,7,7,"Favorable"
"846",39,2,"Anti",3,1,"General prime",1,6,7,5,"Unfavorable"
"847",38,1,"Pro",3,7,"General prime",7,4,7,7,"Favorable"
"848",35,1,"Pro",5,5,"General prime",6,3,6,5,"Favorable"
"849",34,1,"Anti",2,5,"General prime",6,7,7,7,"Unfavorable"
"850",34,1,"Pro",2,4,"General prime",7,5,7,7,"Favorable"
"851",33,2,"Pro",5,4,"General prime",4,3,3,5,"Favorable"
"852",32,2,"Anti",5,4,"General prime",4,7,7,7,"Unfavorable"
"853",29,2,"Pro",3,3,"General prime",4,4,7,7,"Favorable"
"854",28,1,"Pro",2,6,"General prime",7,4,6,6,"Favorable"
"855",26,2,"Anti",5,4,"General prime",5,3,4,6,"Unfavorable"
"856",25,1,"Pro",4,3,"General prime",5,4,6,4,"Favorable"
"857",25,1,"Pro",2,5,"General prime",7,2,7,7,"Favorable"
"858",20,2,"Pro",2,3,"General prime",3,2,7,5,"Favorable"
"859",19,1,"Pro",4,5,"General prime",5,3,5,6,"Favorable"
"860",18,2,"Pro",5,5,"General prime",6,1,7,3,"Favorable"
"861",72,2,"Pro",6,1,"Not shown",1,1,1,1,"Favorable"
"862",74,2,"Anti",3,3,"Not shown",4,4,5,4,"Unfavorable"
"863",65,2,"Anti",3,4,"Not shown",3,3,4,4,"Unfavorable"
"864",31,1,"Anti",1,7,"Not shown",7,6,7,7,"Unfavorable"
"865",37,1,"Anti",4,6,"Not shown",5,7,7,7,"Unfavorable"
"866",37,1,"Pro",2,5,"Not shown",4,5,6,6,"Favorable"
"867",51,1,"Pro",5,2,"Not shown",2,1,7,5,"Favorable"
"868",72,2,"Pro",2,2,"Not shown",4,5,6,5,"Favorable"
"869",62,1,"Anti",1,4,"Not shown",4,4,4,4,"Unfavorable"
"870",36,2,"Anti",5,4,"Not shown",4,4,4,2,"Unfavorable"
"871",51,1,"Pro",2,5,"Not shown",5,2,5,6,"Favorable"
"872",73,1,"Anti",3,7,"Not shown",7,6,6,7,"Unfavorable"
"873",46,1,"Pro",4,3,"Not shown",3,1,7,7,"Favorable"
"874",48,2,"Anti",5,5,"Not shown",5,6,7,7,"Unfavorable"
"875",73,2,"Pro",5,5,"Not shown",2,2,6,5,"Favorable"
"876",43,2,"Anti",5,5,"Not shown",5,7,7,7,"Unfavorable"
"877",NA,1,"Anti",3,6,"Not shown",6,6,6,1,"Unfavorable"
"878",66,1,"Anti",5,2,"Not shown",2,2,2,4,"Unfavorable"
"879",78,2,"Anti",4,6,"Not shown",6,7,7,7,"Unfavorable"
"880",55,1,"Pro",2,5,"Not shown",6,2,6,7,"Favorable"
"881",48,2,"Pro",7,3,"Not shown",1,7,2,4,"Favorable"
"882",43,2,"Anti",6,7,"Not shown",7,7,7,7,"Unfavorable"
"883",60,2,"Anti",6,6,"Not shown",2,1,6,5,"Unfavorable"
"884",71,1,"Anti",6,5,"Not shown",5,6,6,4,"Unfavorable"
"885",57,1,"Pro",5,3,"Not shown",2,2,6,7,"Favorable"
"886",48,2,"Anti",4,5,"Not shown",5,5,6,5,"Unfavorable"
"887",73,1,"Pro",6,7,"Not shown",7,1,7,7,"Favorable"
"888",70,2,"Pro",2,7,"Not shown",7,2,7,7,"Favorable"
"889",NA,1,"Pro",3,7,"Not shown",7,3,7,7,"Favorable"
"890",79,2,"Pro",4,1,"Not shown",1,1,1,1,"Favorable"
"891",70,2,"Pro",3,1,"Not shown",3,3,6,7,"Favorable"
"892",47,2,"Anti",6,3,"Not shown",6,6,4,5,"Unfavorable"
"893",44,1,"Anti",4,5,"Not shown",6,5,6,6,"Unfavorable"
"894",64,1,"Anti",4,5,"Not shown",5,4,4,5,"Unfavorable"
"895",28,2,"Pro",5,1,"Not shown",1,7,3,7,"Favorable"
"896",38,2,"Pro",5,5,"Not shown",5,3,3,4,"Favorable"
"897",60,2,"Pro",3,2,"Not shown",2,5,3,3,"Favorable"
"898",72,2,"Pro",2,5,"Not shown",4,4,6,4,"Favorable"
"899",27,1,"Pro",3,5,"Not shown",4,4,7,6,"Favorable"
"900",65,2,"Pro",3,4,"Not shown",4,3,4,5,"Favorable"
"901",47,1,"Pro",7,1,"Not shown",1,1,5,3,"Favorable"
"902",45,1,"Pro",5,4,"Not shown",4,4,4,4,"Favorable"
"903",79,2,"Anti",1,3,"Not shown",3,7,7,7,"Unfavorable"
"904",35,1,"Anti",7,3,"Not shown",1,6,5,5,"Unfavorable"
"905",47,2,"Anti",4,3,"Not shown",3,3,7,7,"Unfavorable"
"906",23,1,"Anti",2,3,"Not shown",4,4,6,7,"Unfavorable"
"907",23,2,"Anti",2,4,"Not shown",4,6,7,7,"Unfavorable"
"908",46,1,"Pro",2,4,"Not shown",4,3,6,6,"Favorable"
"909",76,2,"Pro",4,4,"Not shown",5,4,4,7,"Favorable"
"910",47,1,"Pro",4,5,"Not shown",3,2,3,4,"Favorable"
"911",63,2,"Anti",4,3,"Not shown",3,4,4,3,"Unfavorable"
"912",69,2,"Pro",4,4,"Not shown",4,4,4,4,"Favorable"
"913",68,2,"Anti",4,6,"Not shown",4,7,7,7,"Unfavorable"
"914",44,1,"Anti",4,3,"Not shown",3,3,3,5,"Unfavorable"
"915",68,2,"Pro",3,4,"Not shown",5,3,7,7,"Favorable"
"916",23,1,"Anti",4,5,"Not shown",5,5,7,6,"Unfavorable"
"917",60,2,"Pro",5,3,"Not shown",3,1,6,6,"Favorable"
"918",28,1,"Pro",6,3,"Not shown",1,1,2,2,"Favorable"
"919",44,2,"Pro",1,4,"Not shown",4,4,7,6,"Favorable"
"920",21,1,"Anti",7,4,"Not shown",3,4,4,3,"Unfavorable"
"921",73,1,"Pro",7,4,"Not shown",5,6,5,4,"Favorable"
"922",40,2,"Pro",7,5,"Not shown",5,5,5,1,"Favorable"
"923",54,1,"Anti",5,6,"Not shown",5,5,7,2,"Unfavorable"
"924",78,1,"Anti",3,7,"Not shown",7,7,7,7,"Unfavorable"
"925",50,1,"Pro",3,4,"Not shown",4,3,6,6,"Favorable"
"926",60,1,"Anti",6,6,"Not shown",7,7,7,7,"Unfavorable"
"927",40,1,"Pro",4,5,"Not shown",6,3,6,6,"Favorable"
"928",59,2,"Pro",2,4,"Not shown",2,2,6,7,"Favorable"
"929",55,1,"Pro",4,4,"Not shown",4,4,4,4,"Favorable"
"930",28,2,"Anti",3,5,"Not shown",5,4,7,5,"Unfavorable"
"931",50,1,"Anti",2,3,"Not shown",7,4,4,6,"Unfavorable"
"932",37,2,"Pro",6,1,"Not shown",1,2,6,7,"Favorable"
"933",26,1,"Pro",4,7,"Not shown",4,7,6,5,"Favorable"
"934",47,2,"Anti",4,5,"Not shown",5,5,7,6,"Unfavorable"
"935",62,2,"Anti",1,1,"Not shown",1,7,7,7,"Unfavorable"
"936",36,1,"Anti",5,5,"Not shown",5,7,7,7,"Unfavorable"
"937",69,1,"Anti",3,1,"Not shown",1,4,3,2,"Unfavorable"
"938",35,1,"Anti",3,6,"Not shown",6,5,7,7,"Unfavorable"
"939",32,1,"Pro",4,3,"Not shown",3,7,7,1,"Favorable"
"940",74,1,"Anti",7,1,"Not shown",1,1,1,2,"Unfavorable"
"941",69,2,"Anti",4,4,"Not shown",3,3,5,3,"Unfavorable"
"942",34,2,"Anti",3,4,"Not shown",4,3,3,4,"Unfavorable"
"943",51,2,"Anti",5,2,"Not shown",6,7,7,7,"Unfavorable"
"944",76,1,"Anti",5,6,"Not shown",6,2,7,7,"Unfavorable"
"945",32,2,"Anti",4,4,"Not shown",4,5,7,7,"Unfavorable"
"946",71,1,"Anti",3,4,"Not shown",5,3,4,3,"Unfavorable"
"947",74,2,"Pro",5,3,"Not shown",4,1,2,3,"Favorable"
"948",21,2,"Pro",3,5,"Not shown",5,4,4,4,"Favorable"
"949",44,1,"Anti",2,2,"Not shown",3,5,6,6,"Unfavorable"
"950",79,2,"Anti",3,7,"Not shown",7,5,7,7,"Unfavorable"
"951",25,2,"Pro",1,4,"Not shown",4,5,7,7,"Favorable"
"952",58,2,"Pro",7,1,"Not shown",1,1,1,1,"Favorable"
"953",31,2,"Pro",4,3,"Not shown",4,3,6,4,"Favorable"
"954",55,2,"Pro",4,5,"Not shown",5,7,1,2,"Favorable"
"955",69,1,"Anti",1,4,"Not shown",4,4,4,4,"Unfavorable"
"956",29,2,"Anti",3,6,"Not shown",6,6,7,7,"Unfavorable"
"957",71,1,"Pro",3,3,"Not shown",3,4,7,7,"Favorable"
"958",57,1,"Anti",2,7,"Not shown",2,4,4,4,"Unfavorable"
"959",70,1,"Pro",6,1,"Not shown",1,1,4,4,"Favorable"
"960",21,1,"Anti",6,4,"Not shown",6,6,7,2,"Unfavorable"
"961",62,2,"Pro",6,7,"Not shown",7,4,7,4,"Favorable"
"962",71,1,"Anti",1,4,"Not shown",7,7,7,7,"Unfavorable"
"963",47,2,"Pro",4,3,"Not shown",3,4,6,6,"Favorable"
"964",85,1,"Anti",2,6,"Not shown",6,6,7,6,"Unfavorable"
"965",41,2,"Pro",6,4,"Not shown",4,2,6,7,"Favorable"
"966",82,2,"Anti",1,6,"Not shown",7,7,7,7,"Unfavorable"
"967",82,2,"Anti",4,3,"Not shown",5,5,6,6,"Unfavorable"
"968",79,2,"Anti",4,3,"Not shown",4,5,4,4,"Unfavorable"
"969",78,1,"Anti",4,5,"Not shown",4,3,4,3,"Unfavorable"
"970",76,2,"Anti",4,3,"Not shown",2,7,7,4,"Unfavorable"
"971",76,1,"Pro",6,5,"Not shown",2,3,6,6,"Favorable"
"972",75,2,"Anti",7,1,"Not shown",1,1,1,3,"Unfavorable"
"973",75,2,"Anti",4,4,"Not shown",4,7,7,7,"Unfavorable"
"974",72,1,"Pro",7,6,"Not shown",6,7,7,7,"Favorable"
"975",72,2,"Anti",7,7,"Not shown",7,7,7,7,"Unfavorable"
"976",71,2,"Pro",2,3,"Not shown",3,3,4,4,"Favorable"
"977",70,2,"Pro",3,3,"Not shown",3,2,5,5,"Favorable"
"978",69,2,"Pro",7,7,"Not shown",7,1,1,1,"Favorable"
"979",67,1,"Pro",5,3,"Not shown",4,5,4,4,"Favorable"
"980",66,1,"Pro",5,7,"Not shown",7,4,7,7,"Favorable"
"981",66,2,"Pro",5,7,"Not shown",7,7,7,7,"Favorable"
"982",66,1,"Pro",4,3,"Not shown",3,2,3,4,"Favorable"
"983",63,1,"Pro",4,5,"Not shown",5,4,6,6,"Favorable"
"984",63,1,"Anti",7,5,"Not shown",7,7,7,7,"Unfavorable"
"985",63,2,"Pro",6,4,"Not shown",4,2,6,6,"Favorable"
"986",60,2,"Pro",5,4,"Not shown",3,2,4,5,"Favorable"
"987",58,2,"Anti",3,2,"Not shown",2,3,4,4,"Unfavorable"
"988",57,2,"Pro",2,4,"Not shown",6,4,6,6,"Favorable"
"989",55,2,"Anti",2,6,"Not shown",6,6,7,7,"Unfavorable"
"990",54,1,"Pro",6,1,"Not shown",1,1,1,3,"Favorable"
"991",53,2,"Pro",6,5,"Not shown",4,3,4,4,"Favorable"
"992",50,2,"Pro",5,2,"Not shown",1,1,1,7,"Favorable"
"993",49,2,"Pro",2,1,"Not shown",1,1,1,4,"Favorable"
"994",48,2,"Pro",2,4,"Not shown",5,4,6,6,"Favorable"
"995",44,2,"Anti",4,1,"Not shown",1,4,4,6,"Unfavorable"
"996",41,2,"Anti",7,5,"Not shown",6,6,6,5,"Unfavorable"
"997",40,2,"Pro",4,3,"Not shown",3,2,7,5,"Favorable"
"998",40,1,"Pro",6,5,"Not shown",4,1,4,3,"Favorable"
"999",40,2,"Anti",7,2,"Not shown",4,7,7,7,"Unfavorable"
"1000",40,2,"Anti",5,4,"Not shown",5,5,6,6,"Unfavorable"
"1001",36,2,"Anti",2,2,"Not shown",5,5,7,7,"Unfavorable"
"1002",36,1,"Anti",7,7,"Not shown",7,7,7,7,"Unfavorable"
"1003",35,2,"Pro",7,3,"Not shown",1,1,1,1,"Favorable"
"1004",34,1,"Anti",5,5,"Not shown",5,7,7,7,"Unfavorable"
"1005",32,2,"Pro",4,3,"Not shown",3,1,4,4,"Favorable"
"1006",32,1,"Anti",3,4,"Not shown",6,6,7,7,"Unfavorable"
"1007",32,2,"Pro",3,3,"Not shown",3,2,2,7,"Favorable"
"1008",31,2,"Anti",6,6,"Not shown",6,7,7,7,"Unfavorable"
"1009",30,2,"Anti",5,2,"Not shown",2,7,7,7,"Unfavorable"
"1010",29,2,"Pro",4,1,"Not shown",1,3,3,4,"Favorable"
"1011",27,2,"Pro",4,4,"Not shown",4,2,6,4,"Favorable"
"1012",27,2,"Anti",5,2,"Not shown",1,6,7,7,"Unfavorable"
"1013",20,1,"Pro",7,7,"Not shown",7,7,7,7,"Favorable"
"1014",26,2,"Pro",5,4,"Not shown",4,4,3,1,"Favorable"
"1015",24,1,"Anti",4,5,"Not shown",4,4,5,5,"Unfavorable"
"1016",23,2,"Pro",3,6,"Not shown",7,5,7,6,"Favorable"
"1017",21,1,"Anti",5,5,"Not shown",5,5,5,5,"Unfavorable"
"1018",18,2,"Pro",5,4,"Not shown",4,4,4,4,"Favorable"
"1019",18,2,"Anti",1,5,"Not shown",6,4,4,5,"Unfavorable"
